34.08100066730643;-118.41293595242001
34.082005222323176;-118.411687402304
34.082241586477664;-118.41140201942034
34.082655222160525;-118.41100961795534
34.08318703649826;-118.41022481502529
34.083482487464906;-118.40990375928115
34.08490063775524;-118.40851251772334
34.085402893620824;-118.40804877053739
34.085727881122764;-118.40762069621191
34.0863778523845;-118.40662185611913
34.086880099487516;-118.40537330600314
34.086880099487516;-118.40505225025903
34.0871459938065;-118.40498090453809
34.0874118872904;-118.40508792311948
34.0876777799393;-118.40519494170084
34.08800275870949;-118.40512359597993
34.08826864950274;-118.40423177446853
34.08847545287571;-118.4035896629803
34.08847545287571;-118.40333995295711
34.08847545287571;-118.4029118786316
34.08829819287264;-118.40251947716658
34.08812093249847;-118.40219842142248
34.087884584755585;-118.40187736567837
34.08705736245963;-118.40166332851562
34.08693918718612;-118.4015206370738
34.08702781865671;-118.4007634811856
34.08717553756816;-118.40019271541831
34.08723462506059;-118.39969329537192
34.08732325622188;-118.3993008939069
34.0874414309593;-118.39851609097684
34.086985829644235;-118.39812368951179
34.08521318172514;-118.39787397948861
34.08400584228727;-118.39744831474827
34.08376948305724;-118.39719860472508
34.08368084817589;-118.39712725900417
34.08289877167253;-118.39669918467868
34.08248513717932;-118.39662783895776
34.08210104619789;-118.39659216609729
34.08174649913035;-118.39641380179502
34.080594210909226;-118.39595005460909
34.08029874986546;-118.39577169030679
34.080032834044744;-118.39577169030679
34.07961918555294;-118.39577169030679
34.07920553504073;-118.39562899886498
34.07888052250665;-118.3954506345627
34.07873278912432;-118.39523659739994
34.07849641517656;-118.39502256023722
34.078200946814135;-118.39477285021401
34.0780236653019;-118.39466583163265
34.07778728937505;-118.39491554165583
34.07766910116422;-118.39505823309767
34.077225893904796;-118.39573601744637
34.07698951575148;-118.39619976463227
34.076812231703556;-118.39648514751593
34.07645766249452;-118.39691322184142
34.07619173461366;-118.39712725900417
34.0760439965413;-118.3973412961669
34.075778067361696;-118.39791206193422
34.075571232978135;-118.39830446339924
34.07536439808949;-118.39873253772473
34.07521665857411;-118.39905359346884
34.074980274813484;-118.39948166779432
34.074891630733205;-118.39966003209659
34.0748620826858;-118.39994541498025
34.07542349382349;-118.40048050788712
34.07545304167503;-118.40055185360802
34.07583716280709;-118.40087290935212
34.07613263941565;-118.40101560079397
34.076487209985274;-118.40126531081717
34.07663494728459;-118.40140800225899
34.07695996843593;-118.40155069370083
34.07731453554223;-118.40176473086356
34.077284988340054;-118.40205011374722
34.07713725217462;-118.40226415090994
34.07693042111009;-118.40258520665407
34.076782684326176;-118.40290626239818
34.07666449471351;-118.40308462670045
34.07642811499343;-118.4034770281655
34.076162187019804;-118.40397644821186
34.07613263941565;-118.4047969240024
34.07654630493593;-118.40440452253735
34.07710770491062;-118.40465423256056
34.07731453554223;-118.40493961544422
34.07766910116422;-118.40529634404878
34.077905477420956;-118.40533201690924
34.07826004056908;-118.40565307265335
34.0784668683867;-118.40600980125792
34.078585055484254;-118.4061168198393
34.078910069152215;-118.40633085700202
34.07914644194547;-118.4064378755834
34.07920553504073;-118.40672325846707
34.07914644194547;-118.40707998707164
34.078762335821395;-118.40725835137391
34.07852596195609;-118.40779344428076
34.07852596195609;-118.4079361357226
34.07855550872536;-118.40818584574578
34.078585055484254;-118.4085069014899
34.07870324241692;-118.40889930295492
34.07879188250817;-118.40907766725722
34.07888052250665;-118.4094343958618
34.07908734880901;-118.40986247018725
34.079175988498264;-118.41018352593136
34.079353267598435;-118.41061160025687
34.079412360549355;-118.41100400172186
34.07953054632753;-118.41139640318691
34.07958963915476;-118.41150342176827
34.0796782783183;-118.41193149609376
34.07979646372537;-118.41235957041924
34.079885102672435;-118.41253793472154
34.080032834044744;-118.41310870048883
34.08012147274442;-118.41360812053523
34.080210111351334;-118.41392917627934
